unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1.63857E+12,12/3/2021 23:00,ETH/USDT,4196.67,4249,4195.84,4213.66,58844.53,248690001.3,75936
1.63857E+12,12/3/2021 22:00,ETH/USDT,4211.77,4245,4177,4196.66,100395.053,423177036.7,107414
1.63857E+12,12/3/2021 21:00,ETH/USDT,4207.4,4249.64,4197.11,4211.85,110139.587,465845661.7,138538
1.63856E+12,12/3/2021 20:00,ETH/USDT,4229.33,4229.33,4004,4208.27,468579.236,1945076001,499906
1.63856E+12,12/3/2021 19:00,ETH/USDT,4325.27,4327.09,4180,4229.33,219626.043,932361238.5,286090
1.63855E+12,12/3/2021 18:00,ETH/USDT,4354.55,4366.36,4272,4325.26,126562.07,547535407.3,160924
1.63855E+12,12/3/2021 17:00,ETH/USDT,4346.49,4367.95,4303.21,4354.56,160477.412,696557652.1,204184
1.63855E+12,12/3/2021 16:00,ETH/USDT,4468.71,4468.76,4323.46,4346.4,326014.938,1431613039,387508
1.63854E+12,12/3/2021 15:00,ETH/USDT,4522.56,4528,4457.09,4468.8,153640.875,690711189.6,188008
1.63854E+12,12/3/2021 14:00,ETH/USDT,4599.2,4601.92,4515.39,4522.06,99919.854,455684056.5,130111
1.63854E+12,12/3/2021 13:00,ETH/USDT,4596.42,4658,4564.82,4599.2,118769.099,547944920.2,150378
1.63853E+12,12/3/2021 12:00,ETH/USDT,4613.35,4631,4590.87,4596.43,56898.656,262307743.2,85879
1.63853E+12,12/3/2021 11:00,ETH/USDT,4576.61,4616.09,4576.19,4613.36,49404.043,227269165.7,79277
1.63853E+12,12/3/2021 10:00,ETH/USDT,4579.48,4619.56,4571,4576.61,82394.873,378738103.8,130459
1.63852E+12,12/3/2021 9:00,ETH/USDT,4561.27,4584.06,4550,4579.1,39100.827,178501910.2,59322
1.63852E+12,12/3/2021 8:00,ETH/USDT,4569.46,4577.15,4545.5,4561.26,46357.454,211451154.9,62633
1.63851E+12,12/3/2021 7:00,ETH/USDT,4580.24,4585.2,4545.14,4569.45,55309.516,252538757.5,73688
1.63851E+12,12/3/2021 6:00,ETH/USDT,4570.09,4592,4557.73,4580.24,64688.717,295911150.3,91044
1.63851E+12,12/3/2021 5:00,ETH/USDT,4531.6,4577.43,4514.97,4570.08,67688.681,308072888,101634
1.6385E+12,12/3/2021 4:00,ETH/USDT,4494.21,4542.26,4490.65,4531.59,49913.201,225740562.7,87559
1.6385E+12,12/3/2021 3:00,ETH/USDT,4492.01,4524.48,4480.28,4494.2,51401.598,231409987.3,76038
1.6385E+12,12/3/2021 2:00,ETH/USDT,4518.14,4530,4471.77,4492,62378.941,280677267.1,73805
1.63849E+12,12/3/2021 1:00,ETH/USDT,4519,4538.58,4502.08,4518.15,41887.546,189276847.8,51860
1.63849E+12,12/3/2021 0:00,ETH/USDT,4514.32,4550,4509.46,4519,37987.37,172050500.6,56819
1.63849E+12,12/2/2021 23:00,ETH/USDT,4546.52,4555.13,4503.7,4514.32,40286.689,182428558.9,62890
1.63848E+12,12/2/2021 22:00,ETH/USDT,4546.84,4560,4525,4546.51,32547.586,147781401,52105
1.63848E+12,12/2/2021 21:00,ETH/USDT,4540.71,4556,4522.9,4546.83,30517.285,138588130.6,58804
1.63848E+12,12/2/2021 20:00,ETH/USDT,4491.77,4544,4473.59,4540.71,69005.642,311376639.5,96336
1.63847E+12,12/2/2021 19:00,ETH/USDT,4483.79,4509.83,4477,4491.77,62485.159,280783797.5,78777
1.63847E+12,12/2/2021 18:00,ETH/USDT,4496.67,4498.46,4435.76,4483.91,82770.238,369420030.7,117125
1.63846E+12,12/2/2021 17:00,ETH/USDT,4486.24,4511.69,4477.13,4496.67,56477.502,253935767.6,87817
1.63846E+12,12/2/2021 16:00,ETH/USDT,4545.01,4560,4460,4486.25,121512.445,547153745.2,162158
1.63846E+12,12/2/2021 15:00,ETH/USDT,4592.94,4636.86,4501.66,4544.76,193683.685,884362874.3,246587
1.63845E+12,12/2/2021 14:00,ETH/USDT,4534.43,4599.88,4508.01,4592.93,119843.434,545799326.7,160415
1.63845E+12,12/2/2021 13:00,ETH/USDT,4539.4,4545.84,4482.49,4534.43,76782.326,346657762,115723
1.63845E+12,12/2/2021 12:00,ETH/USDT,4533.38,4552.63,4504.21,4539.4,67943.452,307882110,105814
1.63844E+12,12/2/2021 11:00,ETH/USDT,4559.25,4566.66,4498.1,4533.39,90262.249,408518813.8,134786
1.63844E+12,12/2/2021 10:00,ETH/USDT,4581.25,4594.69,4538.57,4559.26,57182.702,260918772.3,95043
1.63844E+12,12/2/2021 9:00,ETH/USDT,4587.01,4602,4550.76,4581,50218.493,229845894.2,85444
1.63843E+12,12/2/2021 8:00,ETH/USDT,4562.68,4602,4557.56,4587.01,54103.64,248101179.8,89395
1.63843E+12,12/2/2021 7:00,ETH/USDT,4538.55,4587.85,4536.51,4562.68,62133.756,283512409.6,98411
1.63842E+12,12/2/2021 6:00,ETH/USDT,4526.39,4538.6,4505,4538.6,38137.945,172461341.5,67863
1.63842E+12,12/2/2021 5:00,ETH/USDT,4510.97,4547,4505.02,4526.39,45706.718,207053975.1,78159
1.63842E+12,12/2/2021 4:00,ETH/USDT,4492.79,4522.39,4486.26,4510.97,50693.462,228576389.8,83916
1.63841E+12,12/2/2021 3:00,ETH/USDT,4580.3,4580.33,4452.53,4492.44,197031.383,885439076.4,249904
1.63841E+12,12/2/2021 2:00,ETH/USDT,4616.47,4621.32,4566.67,4580.3,46442.15,213091611.7,76119
1.63841E+12,12/2/2021 1:00,ETH/USDT,4582.61,4624.51,4552.52,4617.37,63123.639,290131895.2,95921
1.6384E+12,12/2/2021 0:00,ETH/USDT,4586.67,4589.73,4540.64,4582.6,58240.112,266151325.5,93775
1.6384E+12,12/1/2021 23:00,ETH/USDT,4568,4596.5,4559.29,4586.66,46422.511,212760075.8,78025
1.6384E+12,12/1/2021 22:00,ETH/USDT,4568.99,4593.82,4528.5,4568.01,66363.471,302693291.7,104009
1.63839E+12,12/1/2021 21:00,ETH/USDT,4569,4598.42,4535,4568.98,112485.384,513072442,164624
1.63839E+12,12/1/2021 20:00,ETH/USDT,4662.51,4664.67,4560,4568.97,128531.073,591571887.5,179896
1.63839E+12,12/1/2021 19:00,ETH/USDT,4650.5,4678.72,4600,4662.7,100342.012,465594536.2,144820
1.63838E+12,12/1/2021 18:00,ETH/USDT,4675.79,4693.89,4641,4650.5,60591.34,282966390.6,98328
1.63838E+12,12/1/2021 17:00,ETH/USDT,4699.82,4711.29,4673.57,4675.79,52268.026,245394452.6,86563
1.63837E+12,12/1/2021 16:00,ETH/USDT,4728.44,4761.35,4694.85,4699.82,64038.605,303001816.6,102070
1.63837E+12,12/1/2021 15:00,ETH/USDT,4742.34,4765,4713.7,4728.93,60654.575,287433652.1,107596
1.63837E+12,12/1/2021 14:00,ETH/USDT,4681.39,4762.81,4679,4742.34,109236.274,516664192.9,163612
1.63836E+12,12/1/2021 13:00,ETH/USDT,4669.99,4723.21,4665.4,4681.39,68411.157,321175033.4,118232
1.63836E+12,12/1/2021 12:00,ETH/USDT,4676.88,4726.58,4658.5,4670.42,82706.335,388102870.1,124441
1.63836E+12,12/1/2021 11:00,ETH/USDT,4722.24,4732.12,4652.59,4676.96,82899.289,388560488.8,129900
1.63835E+12,12/1/2021 10:00,ETH/USDT,4740.23,4750.57,4701,4722.23,39168.65,184979364.4,79613
1.63835E+12,12/1/2021 9:00,ETH/USDT,4707.73,4750,4682.33,4740.24,67897.801,320103107,115010
1.63835E+12,12/1/2021 8:00,ETH/USDT,4768.47,4772.72,4694.03,4707.73,114402.68,541443009.2,170338
1.63834E+12,12/1/2021 7:00,ETH/USDT,4728.98,4783.19,4717.17,4768.44,72884.905,346810420.7,123349
1.63834E+12,12/1/2021 6:00,ETH/USDT,4704.26,4748.65,4684.31,4728.98,57448.616,271168035.9,95665
1.63833E+12,12/1/2021 5:00,ETH/USDT,4729.43,4739,4700,4704.05,49426.806,233098993.1,93166
1.63833E+12,12/1/2021 4:00,ETH/USDT,4760.66,4765.14,4715,4729.29,43909.935,208027699.9,80612
1.63833E+12,12/1/2021 3:00,ETH/USDT,4752.78,4775.27,4720.28,4760.67,108364.391,514547700.7,140925
1.63832E+12,12/1/2021 2:00,ETH/USDT,4693.08,4754.92,4661.49,4752.78,78812.668,371144032.2,113438
1.63832E+12,12/1/2021 1:00,ETH/USDT,4726.49,4727.5,4682.01,4692.72,54226.422,254980482.6,86773
1.63832E+12,12/1/2021 0:00,ETH/USDT,4631.43,4736.66,4603.2,4726.9,140064.237,656360124.2,195664
1.63831E+12,11/30/2021 23:00,ETH/USDT,4654.32,4670.85,4621.14,4631.51,45835.001,212807130.6,75134
1.63831E+12,11/30/2021 22:00,ETH/USDT,4630.36,4675.22,4623.95,4654.32,35459.707,165015501.9,68864
1.63831E+12,11/30/2021 21:00,ETH/USDT,4648,4678.43,4603.37,4630.35,55882.913,258984679.4,92699
1.6383E+12,11/30/2021 20:00,ETH/USDT,4666.33,4675.15,4620,4648,58159.727,270367180.3,98477
1.6383E+12,11/30/2021 19:00,ETH/USDT,4696.22,4697.41,4631.63,4666.33,71911.696,335138861.8,112402
1.6383E+12,11/30/2021 18:00,ETH/USDT,4600.83,4700,4581.41,4696.22,105233.624,488805763.5,142485
1.63829E+12,11/30/2021 17:00,ETH/USDT,4563.33,4621.52,4525,4600.78,129946.511,594265919.9,187103
1.63829E+12,11/30/2021 16:00,ETH/USDT,4619.13,4674.2,4550.01,4563.84,333365.78,1537447381,400883
1.63828E+12,11/30/2021 15:00,ETH/USDT,4697.21,4757.8,4617.67,4618.9,253687.121,1191619394,348620
1.63828E+12,11/30/2021 14:00,ETH/USDT,4651.94,4699.31,4640.75,4697.21,138758.743,648228562.5,218877
1.63828E+12,11/30/2021 13:00,ETH/USDT,4590,4660,4574.06,4651.93,117511.181,542672542.8,183134
1.63827E+12,11/30/2021 12:00,ETH/USDT,4595.62,4644,4585.14,4590.01,155821.51,719435389.6,239133
1.63827E+12,11/30/2021 11:00,ETH/USDT,4492.18,4623.66,4462.58,4595.62,207327.541,942741044.3,298124
1.63827E+12,11/30/2021 10:00,ETH/USDT,4441.16,4497.71,4430.91,4491.96,67585.671,301739369.5,112875
1.63826E+12,11/30/2021 9:00,ETH/USDT,4423.84,4449.54,4403.85,4441.18,67142.282,297149729.1,94865
1.63826E+12,11/30/2021 8:00,ETH/USDT,4414.11,4480,4392.89,4423.83,100408.666,445330558.3,136801
1.63826E+12,11/30/2021 7:00,ETH/USDT,4414.4,4433,4379.24,4414.1,73429.864,323539441.1,92514
1.63825E+12,11/30/2021 6:00,ETH/USDT,4389,4418,4347.9,4414.4,131152.36,575001802.6,151850
1.63825E+12,11/30/2021 5:00,ETH/USDT,4445.21,4453.48,4386.23,4389.01,77145.313,340577898.9,98572
1.63824E+12,11/30/2021 4:00,ETH/USDT,4436.17,4457.24,4429.61,4445.21,38990.201,173268438,56291
1.63824E+12,11/30/2021 3:00,ETH/USDT,4466.4,4471.78,4402,4436.17,78535.738,348304151.8,101510
1.63824E+12,11/30/2021 2:00,ETH/USDT,4460.84,4497.55,4458.75,4466.63,43719.814,195737310.8,62380
1.63823E+12,11/30/2021 1:00,ETH/USDT,4483.55,4505.68,4430.26,4460.85,94493.375,422211405.5,126173
1.63823E+12,11/30/2021 0:00,ETH/USDT,4445.09,4492.8,4435.35,4483.55,92371.868,412468534,126646
1.63823E+12,11/29/2021 23:00,ETH/USDT,4439.8,4455,4430.45,4445.1,34984.675,155451658.5,54013
1.63822E+12,11/29/2021 22:00,ETH/USDT,4448.51,4458.04,4427.35,4439.79,39273.804,174592454.9,58923
1.63822E+12,11/29/2021 21:00,ETH/USDT,4409.33,4454.9,4407.01,4448.5,37593.912,166864531.6,64790
1.63822E+12,11/29/2021 20:00,ETH/USDT,4389.23,4422.7,4385.74,4409.32,45316.42,199722489.6,63344
1.63821E+12,11/29/2021 19:00,ETH/USDT,4430.31,4434.3,4382.48,4389.24,61076.774,269147969.4,78710
1.63821E+12,11/29/2021 18:00,ETH/USDT,4441.53,4453.21,4428.37,4430.3,41020.713,182056019.8,60471
1.63821E+12,11/29/2021 17:00,ETH/USDT,4410.59,4460,4403,4441.51,115483.49,512647688.6,165261
1.6382E+12,11/29/2021 16:00,ETH/USDT,4337.36,4413.86,4330.5,4410.59,97079.048,424531381.9,128687
1.6382E+12,11/29/2021 15:00,ETH/USDT,4321.16,4337.49,4303,4337.36,44243.574,191114390.7,70687
1.63819E+12,11/29/2021 14:00,ETH/USDT,4348.35,4374.2,4310.55,4321.16,64022.413,277776837.2,91454
1.63819E+12,11/29/2021 13:00,ETH/USDT,4311.69,4379,4309.13,4348.34,86240.911,374669603.1,119788
1.63819E+12,11/29/2021 12:00,ETH/USDT,4299.66,4322.04,4297.03,4311.7,32720.356,141017846.6,60411
1.63818E+12,11/29/2021 11:00,ETH/USDT,4325.17,4336.47,4298.07,4299.87,39021.025,168381909.6,62247
1.63818E+12,11/29/2021 10:00,ETH/USDT,4293.81,4333.27,4288.38,4325.17,57808.117,249456780,83996
1.63818E+12,11/29/2021 9:00,ETH/USDT,4319.78,4338.15,4280,4293.8,70636.122,304075600.5,97748
1.63817E+12,11/29/2021 8:00,ETH/USDT,4353.5,4361,4315,4319.78,46791.579,202681108.6,69907
1.63817E+12,11/29/2021 7:00,ETH/USDT,4337.16,4368.31,4334.29,4353.5,44148.091,192050395.7,71960
1.63817E+12,11/29/2021 6:00,ETH/USDT,4323.73,4340,4321.6,4337.15,29165.855,126349623.9,49960
1.63816E+12,11/29/2021 5:00,ETH/USDT,4327.23,4338.73,4315.24,4323.72,32085.772,138860145.4,52129
1.63816E+12,11/29/2021 4:00,ETH/USDT,4308.18,4358.13,4306.06,4327.23,86319.374,374262856.4,96379
1.63815E+12,11/29/2021 3:00,ETH/USDT,4312.03,4322.64,4290.49,4308.18,55164.021,237495338.2,67351
1.63815E+12,11/29/2021 2:00,ETH/USDT,4335.64,4342.11,4306.11,4312.02,39219.687,169627923.9,59807
1.63815E+12,11/29/2021 1:00,ETH/USDT,4345.02,4374.81,4321.8,4335.63,82943.471,360397763.9,105888
1.63814E+12,11/29/2021 0:00,ETH/USDT,4297.01,4373.59,4283.28,4345.01,150562.004,651939637.3,192407
